Audoux	O	O
-	O	O
Douce	B-PROP_PER	O
Lumiere	I-PROP_PER	O
Audoux	O	O
-	O	O
Douce	B-PROP_PER	O
Lumiere	I-PROP_PER	O
1	O	O
7	O	O
-31	O	O

Depuis	O	O
son	B-PRON_PER	O
lever	O	O
,	O	O
tout	O	O
comme	O	O
les	O	O
autres	O	O
jours	O	O
,	O	O
elle	B-PRON_PER	O
joue	O	O
avec	O	O
son	B-NOM_PER	O
chien	I-NOM_PER	O
.	O	O

Elle	B-PRON_PER	O
joue	O	O
à	O	O
courir	O	O
dans	O	O
le	B-NOM_FAC	O
verger	I-NOM_FAC	O
qui	B-PRON_FAC	O
entoure	O	O
la	B-NOM_FAC	O
très	I-NOM_FAC	O
vieille	I-NOM_FAC	O
maison	I-NOM_FAC	O
où	B-PRON_FAC	O
,	O	O
par	O	O
un	B-NOM_TIME	O
clair	I-NOM_TIME	O
matin	I-NOM_TIME	O
de	I-NOM_TIME	O
mai	I-NOM_TIME	O
,	O	O
sa	B-PRON_PER	O
venue	O	O
au	O	O
monde	O	O
apporta	O	O
aux	B-NOM_PER	O
siens	I-NOM_PER	O
l'	O	O
angoisse	O	O
,	O	O
le	O	O
deuil	O	O
et	O	O
un	O	O
désespoir	O	O
sans	O	O
limite	O	O
.	O	O

Aujourd'	B-NOM_TIME	O
hui	I-NOM_TIME	O
,	O	O
elle	B-PRON_PER	O
a	O	O
sept	B-NOM_TIME	O
ans	I-NOM_TIME	O
et	O	O
c'	O	O
est	O	O
encore	O	O
un	O	O
clair	O	O
matin	O	O
de	O	O
mai	B-NOM_TIME	O
.	O	O

Et	O	O
si	O	O
la	B-NOM_FAC	O
vieille	I-NOM_FAC	O
maison	I-NOM_FAC	O
reste	O	O
grise	O	O
et	O	O
triste	O	O
sous	O	O
les	O	O
rayons	O	O
du	O	O
frais	O	O
soleil	O	O
,	O	O
le	B-NOM_FAC	O
verger	I-NOM_FAC	O
brille	O	O
,	O	O
embaume	O	O
et	O	O
jette	O	O
au	O	O
vent	O	O
les	O	O
mille	O	O
et	O	O
une	O	O
fleurettes	O	O
qui	O	O
se	O	O
séparent	O	O
,	O	O
comme	O	O
à	O	O
regret	O	O
,	O	O
des	O	O
fruits	O	O
naissants	O	O
.	O	O

La	B-NOM_PER	O
fillette	I-NOM_PER	O
court	O	O
pieds	O	O
nus	O	O
,	O	O
tête	O	O
nue	O	O
,	O	O
bras	O	O
nus	O	O
,	O	O
n'	O	O
ayant	O	O
pour	O	O
tout	O	O
vêtement	O	O
qu'	O	O
une	O	O
souquenille	O	O
de	O	O
grosse	O	O
toile	O	O
toute	O	O
rongée	O	O
par	O	O
le	O	O
bas	O	O
,	O	O
et	O	O
dont	O	O
les	O	O
accrocs	O	O
mal	O	O
recousus	O	O
menacent	O	O
de	O	O
s'	O	O
ouvrir	O	O
,	O	O
au	O	O
moindre	O	O
effort	O	O
.	O	O

Elle	B-PRON_PER	O
court	O	O
le	O	O
long	O	O
de	O	O
la	O	O
haie	O	O
d'	O	O
aubépine	O	O
taillée	O	O
à	O	O
hauteur	O	O
d'	O	O
homme	O	O
et	O	O
aussi	O	O
impénétrable	O	O
qu'	O	O
un	O	O
gros	O	O
mur	O	O
.	O	O

Elle	B-PRON_PER	O
court	O	O
sous	O	O
les	O	O
arbres	O	O
,	O	O
les	O	O
contournant	O	O
l'	O	O
un	O	O
après	O	O
l'	O	O
autre	O	O
et	O	O
parfois	O	O
,	O	O
grimpant	O	O
sur	O	O
l'	O	O
une	O	O
des	O	O
grosses	O	O
branches	O	O
,	O	O
elle	B-PRON_PER	O
reste	O	O
là	O	O
,	O	O
perchée	O	O
,	O	O
à	O	O
rire	O	O
au	O	O
nez	O	O
du	B-NOM_PER	O
chien	I-NOM_PER	O
qui	B-PRON_PER	O
s'	O	O
essouffle	O	O
en	O	O
des	O	O
bonds	O	O
énormes	O	O
et	O	O
pleure	O	O
de	O	O
ne	O	O
pouvoir	O	O
la	B-PRON_PER	O
rejoindre	O	O
.	O	O

Parfois	O	O
aussi	O	O
tout	O	O
en	O	O
courant	O	O
elle	B-PRON_PER	O
se	O	O
baisse	O	O
pour	O	O
ramasser	O	O
une	O	O
poignée	O	O
de	O	O
fleurettes	O	O
qu'	O	O
elle	B-PRON_PER	O
lance	O	O
adroitement	O	O
dans	O	O
la	O	O
gueule	O	O
de	O	O
son	B-NOM_PER	O
compagnon	I-NOM_PER	O
,	O	O
rien	O	O
que	O	O
pour	O	O
le	B-PRON_PER	O
voir	O	O
éternuer	O	O
,	O	O
souffler	O	O
,	O	O
et	O	O
rejeter	O	O
les	O	O
fleurettes	O	O
,	O	O
puis	O	O
bondir	O	O
sur	O	O
elle	B-PRON_PER	O
,	O	O
la	B-PRON_PER	O
renverser	O	O
et	O	O
la	B-PRON_PER	O
pousser	O	O
du	O	O
museau	O	O
jusqu'	O	O
à	O	O
ce	O	O
qu'	O	O
elle	B-PRON_PER	O
soit	O	O
debout	O	O
pour	O	O
repartir	O	O
.	O	O

Elle	B-PRON_PER	O
joue	O	O
sans	O	O
bruit	O	O
,	O	O
la	O	O
bouche	O	O
seulement	O	O
ouverte	O	O
pour	O	O
des	O	O
rires	O	O
muets	O	O
;	O	O
car	O	O
si	O	O
elle	B-PRON_PER	O
ignore	O	O
la	O	O
peur	O	O
de	O	O
rester	O	O
seule	O	O
dans	O	O
sa	B-NOM_FAC	O
maison	I-NOM_FAC	O
isolée	I-NOM_FAC	O
,	O	O
elle	B-PRON_PER	O
craint	O	O
les	B-NOM_PER	O
gamins	I-NOM_PER	O
qui	B-PRON_PER	O
rôdent	O	O
dans	O	O
les	B-NOM_LOC	O
champs	I-NOM_LOC	O
d'	I-NOM_LOC	O
alentour	I-NOM_LOC	O
et	O	O
viennent	O	O
lui	B-PRON_PER	O
jeter	O	O
des	O	O
pierres	O	O
comme	O	O
à	O	O
un	O	O
vilain	O	O
animal	O	O
.	O	O

À	O	O
cause	O	O
d'	O	O
eux	B-PRON_PER	O
,	O	O
depuis	O	O
longtemps	O	O
déjà	O	O
elle	B-PRON_PER	O
a	O	O
pris	O	O
l'	O	O
habitude	O	O
du	O	O
silence	O	O
.	O	O

Il	O	O
y	O	O
a	O	O
encore	O	O
,	O	O
derrière	O	O
la	B-NOM_FAC	O
maison	I-NOM_FAC	O
,	O	O
l'	B-NOM_LOC	O
entrée	I-NOM_LOC	O
du	I-NOM_LOC	O
potager	I-NOM_LOC	O
qui	B-PRON_LOC	O
lui	B-PRON_PER	O
donne	O	O
des	O	O
soucis	O	O
,	O	O
malgré	O	O
sa	B-PRON_LOC	O
large	O	O
et	O	O
forte	O	O
grille	O	O
dont	O	O
les	O	O
barreaux	O	O
se	O	O
terminent	O	O
en	O	O
lances	O	O
pointues	O	O
comme	O	O
des	O	O
fuseaux	O	O
.	O	O

Cette	B-NOM_LOC	O
entrée	I-NOM_LOC	O
-	I-NOM_LOC	O
là	I-NOM_LOC	O
fait	O	O
face	O	O
à	O	O
une	O	O
haute	O	O
et	O	O
vaste	O	O
sapinière	O	O
dont	B-PRON_LOC	O
on	O	O
ne	O	O
voit	O	O
pas	O	O
la	O	O
fin	O	O
.	O	O

Cette	O	O
grille	O	O
,	O	O
elle	B-PRON_PER	O
ne	O	O
l'	O	O
a	O	O
jamais	O	O
vue	O	O
ouverte	O	O
.	O	O

Cependant	O	O
elle	B-PRON_PER	O
a	O	O
dû	O	O
s'	O	O
ouvrir	O	O
autrefois	O	O
pour	O	O
laisser	O	O
entrer	O	O
et	O	O
sortir	O	O
des	B-NOM_VEH	O
charrettes	I-NOM_VEH	O
dont	B-PRON_VEH	O
on	O	O
voit	O	O
encore	O	O
la	O	O
trace	O	O
à	O	O
deux	O	O
ornières	O	O
qui	O	O
se	O	O
perdent	O	O
au	O	O
loin	O	O
,	O	O
entre	O	O
les	O	O
sapins	O	O
.	O	O

Elle	B-PRON_PER	O
ne	O	O
joue	O	O
plus	O	O
de	O	O
ce	O	O
côté	O	O
depuis	O	O
qu'	O	O
elle	B-PRON_PER	O
a	O	O
vu	O	O
un	B-NOM_PER	O
homme	I-NOM_PER	O
à	I-NOM_PER	O
besace	I-NOM_PER	O
s'	O	O
acharner	O	O
contre	O	O
la	O	O
serrure	O	O
massive	O	O
et	O	O
rouillée	O	O
,	O	O
et	O	O
cela	O	O
sans	O	O
s'	O	O
inquiéter	O	O
des	O	O
aboiements	O	O
furieux	O	O
du	B-NOM_PER	O
chien	I-NOM_PER	O
qui	O	O
disaient	O	O
clairement	O	O
que	O	O
personne	B-PRON_PER	O
n'	O	O
avait	O	O
le	O	O
droit	O	O
d'	O	O
entrer	O	O
par	O	O
là	O	O
.	O	O

La	O	O
serrure	O	O
avait	O	O
résisté	O	O
,	O	O
mais	O	O
l'	B-NOM_PER	O
homme	I-NOM_PER	O
était	O	O
parti	O	O
avec	O	O
des	O	O
jurons	O	O
et	O	O
des	O	O
menaces	O	O
qui	O	O
avaient	O	O
épouvanté	O	O
l'	B-NOM_PER	O
enfant	I-NOM_PER	O
et	O	O
la	B-PRON_PER	O
laissaient	O	O
sous	O	O
la	O	O
crainte	O	O
constante	O	O
d'	O	O
elle	B-PRON_PER	O
ne	O	O
savait	O	O
quel	O	O
danger	O	O
.	O	O

Et	O	O
voici	O	O
qu'	O	O
à	O	O
l'	B-NOM_TIME	O
instant	I-NOM_TIME	O
même	O	O
où	B-PRON_TIME	O
elle	B-PRON_PER	O
y	O	O
pensait	O	O
,	O	O
et	O	O
sans	O	O
qu'	O	O
aucun	O	O
bruit	O	O
de	O	O
la	O	O
grille	O	O
ne	O	O
l'	B-NOM_PER	O
eut	O	O
avertie	O	O
,	O	O
elle	B-PRON_PER	O
apercevait	O	O
tout	O	O
à	O	O
coup	O	O
,	O	O
venant	O	O
du	B-NOM_FAC	O
potager	I-NOM_FAC	O
,	O	O
un	B-NOM_PER	O
jeune	I-NOM_PER	O
garçon	I-NOM_PER	O
qui	B-PRON_PER	O
s'	O	O
avançait	O	O
en	O	O
lui	B-PRON_PER	O
souriant	O	O
comme	O	O
à	O	O
une	B-NOM_PER	O
amie	I-NOM_PER	O
de	I-NOM_PER	O
toujours	I-NOM_PER	O
.	O	O

Le	B-NOM_PER	O
chien	I-NOM_PER	O
,	O	O
lancé	O	O
pour	O	O
une	O	O
nouvelle	O	O
course	O	O
,	O	O
s'	O	O
arrêta	O	O
net	O	O
et	O	O
gronda	O	O
;	O	O
mais	O	O
il	B-PRON_PER	O
s'	O	O
apaisa	O	O
vite	O	O
;	O	O
sa	B-PRON_PER	O
petite	O	O
maîtresse	O	O
,	O	O
comme	O	O
attirée	O	O
par	O	O
le	O	O
sourire	O	O
joyeux	O	O
de	O	O
l'	B-NOM_PER	O
arrivant	I-NOM_PER	O
,	O	O
marchait	O	O
lentement	O	O
à	O	O
sa	B-PRON_PER	O
rencontre	O	O
.	O	O

—	O	O
Tu	B-PRON_PER	O
es	O	O
donc	O	O
toute	O	O
seule	O	O
avec	O	O
lui	B-PRON_PER	O
?	O	O

demanda	O	O
le	B-NOM_PER	O
jeune	I-NOM_PER	O
garçon	I-NOM_PER	O
en	O	O
désignant	O	O
le	B-NOM_PER	O
chien	I-NOM_PER	O
.	O	O

—	O	O
Oui	O	O
,	O	O
dit	O	O
la	B-NOM_PER	O
petite	I-NOM_PER	O
,	O	O
il	B-PRON_PER	O
joue	O	O
avec	O	O
moi	B-PRON_PER	O
et	O	O
il	B-PRON_PER	O
n'	O	O
est	O	O
pas	O	O
méchant	O	O
.	O	O

—	O	O
J'	B-PRON_PER	O
ai	O	O
bien	O	O
vu	O	O
qu'	O	O
il	B-PRON_PER	O
n'	O	O
était	O	O
pas	O	O
méchant	O	O
,	O	O
reprit	O	O
le	B-NOM_PER	O
garçon	I-NOM_PER	O
,	O	O
et	O	O
j'	B-PRON_PER	O
ai	O	O
sauté	O	O
par	O	O
-	O	O
dessus	O	O
la	O	O
grille	O	O
pour	O	O
venir	O	O
jouer	O	O
avec	O	O
vous	B-PRON_PER	O
deux	I-PRON_PER	O
.	O	O

Et	O	O
comme	O	O
si	O	O
cela	O	O
eût	O	O
été	O	O
une	O	O
chose	O	O
convenue	O	O
depuis	O	O
longtemps	O	O
,	O	O
les	B-NOM_PER	O
deux	I-NOM_PER	O
enfants	I-NOM_PER	O
se	O	O
prirent	O	O
par	O	O
la	O	O
main	O	O
et	O	O
se	O	O
mirent	O	O
à	O	O
courir	O	O
de	O	O
toutes	O	O
leurs	O	O
forces	O	O
,	O	O
suivis	O	O
du	B-NOM_PER	O
chien	I-NOM_PER	O
qui	B-PRON_PER	O
les	B-PRON_PER	O
dépassait	O	O
,	O	O
revenait	O	O
en	O	O
aboyant	O	O
,	O	O
manquait	O	O
de	O	O
les	B-PRON_PER	O
faire	O	O
tomber	O	O
,	O	O
et	O	O
repartait	O	O
pour	O	O
revenir	O	O
encore	O	O
.	O	O

À	O	O
bout	O	O
de	O	O
souffle	O	O
,	O	O
ils	B-PRON_PER	O
s'	O	O
arrêtèrent	O	O
enfin	O	O
.	O	O

Assis	O	O
près	O	O
des	O	O
pommiers	O	O
dont	O	O
les	O	O
fleurs	O	O
tournoyaient	O	O
au	O	O
-	O	O
dessus	O	O
de	O	O
leurs	O	O
têtes	O	O
comme	O	O
de	O	O
fins	O	O
papillons	O	O
,	O	O
ils	B-PRON_PER	O
jouaient	O	O
à	O	O
les	O	O
attraper	O	O
.	O	O

Puis	O	O
,	O	O
subitement	O	O
lassé	O	O
de	O	O
ce	O	O
jeu	O	O
,	O	O
le	B-NOM_PER	O
garçon	I-NOM_PER	O
posa	O	O
des	O	O
questions	O	O
précises	O	O
.	O	O

«	O	O
Pourquoi	O	O
était	O	O
-	B-PRON_PER	O
elle	I-PRON_PER	O
seule	O	O
à	O	O
la	B-NOM_FAC	O
maison	I-NOM_FAC	O
?	O	O

Comment	O	O
s'	O	O
appelait	O	O
-	B-PRON_PER	O
elle	I-PRON_PER	O
?	O	O

Et	O	O
son	B-NOM_PER	O
chien	I-NOM_PER	O
,	O	O
comment	O	O
s'	O	O
appelait	O	O
-	B-PRON_PER	O
il	I-PRON_PER	O
?	O	O

Et	O	O
ses	B-NOM_PER	O
parents	I-NOM_PER	O
,	O	O
où	O	O
étaient	O	O
-	B-PRON_PER	O
ils	I-PRON_PER	O
?	O	O

Les	O	O
réponses	O	O
étaient	O	O
faciles	O	O
et	O	O
la	B-NOM_PER	O
petite	I-NOM_PER	O
les	O	O
faisait	O	O
au	O	O
fur	O	O
et	O	O
à	O	O
mesure	O	O
des	O	O
demandes	O	O
.	O	O

Elle	B-PRON_PER	O
était	O	O
seule	O	O
parce	O	O
que	O	O
son	B-NOM_PER	O
grand	I-NOM_PER	O
-	I-NOM_PER	O
père	I-NOM_PER	O
travaillait	O	O
loin	O	O
du	B-NOM_FAC	O
verger	I-NOM_FAC	O
.	O	O

Elle	B-PRON_PER	O
s'	O	O
appelait	O	O
Douce	B-PROP_PER	O
et	O	O
son	B-NOM_PER	O
chien	I-NOM_PER	O
s'	O	O
appelait	O	O
Tou	B-PROP_PER	O
.	O	O

Elle	B-PRON_PER	O
n'	O	O
avait	O	O
pas	O	O
de	O	O
parents	O	O
parce	O	O
qu'	O	O
elle	B-PRON_PER	O
était	O	O
née	O	O
sans	O	O
père	O	O
ni	O	O
mère	O	O
.	O	O

Et	O	O
pour	O	O
s'	O	O
excuser	O	O
de	O	O
n'	O	O
être	O	O
pas	O	O
semblable	O	O
aux	B-NOM_PER	O
autres	I-NOM_PER	O
enfants	I-NOM_PER	O
,	O	O
elle	B-PRON_PER	O
ajouta	O	O
très	O	O
vite	O	O
:	O	O

—	O	O
Tou	B-PROP_PER	O
aussi	O	O
est	O	O
né	O	O
sans	O	O
père	O	O
ni	O	O
mère	O	O
.	O	O

Je	B-PRON_PER	O
l'	B-NOM_PER	O
ai	O	O
trouvé	O	O
dans	O	O
le	O	O
bois	O	O
,	O	O
sur	O	O
la	O	O
mousse	O	O
.	O	O

Mère	B-NOM_PER	O
Clarisse	I-NOM_PER	O
a	O	O
dit	O	O
qu'	O	O
il	B-PRON_PER	O
était	O	O
tout	O	O
frais	O	O
naissant	O	O
et	O	O
qu'	O	O
il	B-PRON_PER	O
était	O	O
mon	B-NOM_PER	O
petit	I-NOM_PER	O
frère	I-NOM_PER	O
puisqu'	O	O
il	B-PRON_PER	O
n'	O	O
avait	O	O
pas	O	O
de	O	O
parents	O	O
non	O	O
plus	O	O
.	O	O

La	O	O
voix	O	O
était	O	O
devenue	O	O
si	O	O
grave	O	O
en	O	O
disant	O	O
cela	O	O
que	O	O
le	B-NOM_PER	O
garçon	I-NOM_PER	O
n'	O	O
osa	O	O
même	O	O
pas	O	O
sourire	O	O
.	O	O

Et	O	O
tous	B-PRON_PER	O
deux	I-PRON_PER	O
,	O	O
comme	O	O
à	O	O
l'	O	O
annonce	O	O
d'	O	O
un	O	O
malheur	O	O
,	O	O
firent	O	O
silence	O	O
un	O	O
long	O	O
moment	O	O
.	O	O

Puis	O	O
le	B-NOM_PER	O
garçon	I-NOM_PER	O
parla	O	O
de	O	O
lui	B-PRON_PER	O
-	I-PRON_PER	O
même	I-PRON_PER	O
.	O	O

Il	B-PRON_PER	O
s'	O	O
appelait	O	O
Noël	B-PROP_PER	O
Barray	I-PROP_PER	O
.	O	O

Il	B-PRON_PER	O
était	O	O
aussi	O	O
du	B-NOM_GPE	O
village	I-NOM_GPE	O
de	I-NOM_GPE	O
Bléroux	I-NOM_GPE	O
,	O	O
et	O	O
demeurait	O	O
avec	O	O
ses	B-NOM_PER	O
parents	I-NOM_PER	O
dans	O	O
une	B-NOM_FAC	O
ferme	I-NOM_FAC	O
,	O	O
de	O	O
l'	O	O
autre	O	O
côté	O	O
de	O	O
la	B-NOM_LOC	O
sapinière	I-NOM_LOC	O
,	O	O
une	B-NOM_FAC	O
grande	I-NOM_FAC	O
ferme	I-NOM_FAC	O
où	B-PRON_LOC	O
il	O	O
y	O	O
avait	O	O
beaucoup	O	O
de	O	O
chevaux	O	O
,	O	O
beaucoup	O	O
de	O	O
vaches	O	O
et	O	O
beaucoup	O	O
de	O	O
moutons	O	O
,	O	O
il	O	O
y	O	O
avait	O	O
encore	O	O
trois	O	O
chiens	O	O
,	O	O
mais	O	O
c'	O	O
étaient	O	O
des	O	O
chiens	O	O
méchants	O	O
qui	O	O
restaient	O	O
à	O	O
l'	O	O
attache	O	O
et	O	O
ne	O	O
sauraient	O	O
pas	O	O
jouer	O	O
comme	O	O
Tou	B-PROP_PER	O
.	O	O

Et	O	O
depuis	O	O
que	O	O
Luc	B-PROP_PER	O
,	O	O
son	B-NOM_PER	O
grand	I-NOM_PER	O
frère	I-NOM_PER	O
,	O	O
était	O	O
parti	O	O
pour	O	O
le	O	O
régiment	O	O
,	O	O
il	B-PRON_PER	O
s'	O	O
ennuyait	O	O
à	O	O
la	B-NOM_FAC	O
maison	I-NOM_FAC	O
où	B-PRON_FAC	O
ne	O	O
venaient	O	O
pas	O	O
de	O	O
petits	B-NOM_PER	O
camarades	I-NOM_PER	O
;	O	O
mais	O	O
maintenant	O	O
qu'	O	O
il	B-PRON_PER	O
connaissait	O	O
Douce	B-PROP_PER	O
et	O	O
son	B-NOM_PER	O
chien	I-NOM_PER	O
,	O	O
il	B-PRON_PER	O
viendrait	O	O
chaque	B-NOM_TIME	O
jeudi	I-NOM_TIME	O
jouer	O	O
avec	O	O
eux	B-PRON_PER	O
.	O	O

Le	B-NOM_LOC	O
soleil	I-NOM_LOC	O
était	O	O
déjà	O	O
haut	O	O
lorsque	O	O
Noël	B-PROP_PER	O
se	O	O
souvint	O	O
qu'	O	O
il	O	O
lui	B-PRON_PER	O
fallait	O	O
être	O	O
de	O	O
retour	O	O
à	O	O
la	B-NOM_FAC	O
ferme	I-NOM_FAC	O
pour	O	O
le	O	O
repas	O	O
de	O	O
midi	O	O
.	O	O

Les	B-NOM_PER	O
nouveaux	I-NOM_PER	O
amis	I-NOM_PER	O
l'	B-NOM_PER	O
accompagnèrent	O	O
jusqu'	O	O
à	O	O
la	O	O
grille	O	O
du	B-NOM_FAC	O
potager	I-NOM_FAC	O
par	O	O
où	O	O
il	B-PRON_PER	O
était	O	O
venu	O	O
.	O	O

À	O	O
pleines	O	O
mains	O	O
,	O	O
il	B-PRON_PER	O
empoigna	O	O
les	O	O
gros	O	O
barreaux	O	O
rouillés	O	O
,	O	O
se	O	O
hissa	O	O
au	O	O
faîte	O	O
,	O	O
enjamba	O	O
les	O	O
lances	O	O
pointues	O	O
avec	O	O
adresse	O	O
,	O	O
se	O	O
laissa	O	O
tomber	O	O
de	O	O
haut	O	O
,	O	O
et	O	O
tout	O	O
courant	O	O
,	O	O
s'	O	O
en	O	O
fut	O	O
parmi	O	O
les	O	O
grands	O	O
sapins	O	O
.	O	O

Après	O	O
son	B-PRON_PER	O
départ	O	O
Douce	B-PROP_PER	O
resta	O	O
longtemps	O	O
à	O	O
regarder	O	O
le	B-NOM_LOC	O
sous	I-NOM_LOC	O
-	I-NOM_LOC	O
bois	I-NOM_LOC	O
.	O	O

Quelque	O	O
chose	O	O
,	O	O
venant	O	O
du	O	O
plus	O	O
profond	O	O
d'	O	O
elle	B-PRON_PER	O
-	I-PRON_PER	O
même	I-PRON_PER	O
,	O	O
la	B-PRON_PER	O
ravissait	O	O
et	O	O
la	B-PRON_PER	O
peinait	O	O
tout	O	O
à	O	O
la	O	O
fois	O	O
.	O	O

Elle	B-PRON_PER	O
souriait	O	O
à	O	O
ce	B-NOM_LOC	O
sous	I-NOM_LOC	O
-	I-NOM_LOC	O
bois	I-NOM_LOC	O
,	O	O
elle	B-PRON_PER	O
souriait	O	O
aux	O	O
flèches	O	O
d'	O	O
or	O	O
que	O	O
le	B-NOM_LOC	O
soleil	I-NOM_LOC	O
lançait	O	O
à	O	O
travers	O	O
les	O	O
branches	O	O
,	O	O
elle	B-PRON_PER	O
souriait	O	O
au	B-NOM_LOC	O
ciel	I-NOM_LOC	O
bleu	I-NOM_LOC	O
,	O	O
à	O	O
la	O	O
clarté	O	O
vive	O	O
et	O	O
au	O	O
vent	O	O
frais	O	O
.	O	O

Mais	O	O
soudain	O	O
son	B-PRON_PER	O
petit	O	O
visage	O	O
se	O	O
crispa	O	O
et	O	O
elle	B-PRON_PER	O
se	O	O
mit	O	O
à	O	O
pleurer	O	O
bruyamment	O	O
.	O	O

Les	B-NOM_TIME	O
jeudis	I-NOM_TIME	O
qui	B-PRON_TIME	O
suivirent	O	O
,	O	O
à	O	O
la	O	O
grande	O	O
joie	O	O
des	B-NOM_PER	O
trois	I-NOM_PER	O
amis	I-NOM_PER	O
,	O	O
le	O	O
jeu	O	O
continua	O	O
.	O	O

Dans	O	O
le	B-NOM_FAC	O
verger	I-NOM_FAC	O
il	O	O
n'	O	O
était	O	O
plus	O	O
question	O	O
de	O	O
silence	O	O
ni	O	O
de	O	O
rire	O	O
muet	O	O
.	O	O

Noël	O	O
et	O	O
Tou	B-PROP_PER	O
menaient	O	O
au	O	O
contraire	O	O
un	O	O
vrai	O	O
tapage	O	O
,	O	O
et	O	O
le	O	O
rire	O	O
éclatant	O	O
de	O	O
Douce	B-PROP_PER	O
ne	O	O
s'	O	O
arrêtait	O	O
guère	O	O
.	O	O

Toute	O	O
crainte	O	O
s'	O	O
était	O	O
éloignée	O	O
d'	O	O
elle	B-PRON_PER	O
.	O	O

Qui	O	O
donc	O	O
pourrait	O	O
lui	B-PRON_PER	O
faire	O	O
du	O	O
mal	O	O
aux	O	O
côtés	O	O
du	O	O
garçon	O	O
et	O	O
du	B-NOM_PER	O
chien	I-NOM_PER	O
?	O	O

Les	B-NOM_PER	O
quelques	I-NOM_PER	O
gamins	I-NOM_PER	O
qui	B-PRON_PER	O
s'	O	O
approchaient	O	O
encore	O	O
pour	O	O
dire	O	O
des	O	O
injures	O	O
et	O	O
jeter	O	O
des	O	O
pierres	O	O
n'	O	O
y	O	O
revenaient	O	O
pas	O	O
,	O	O
ayant	O	O
appris	O	O
qu'	O	O
il	O	O
ne	O	O
faisait	O	O
pas	O	O
bon	O	O
se	O	O
mesurer	O	O
avec	O	O
ce	B-PROP_PER	O
Noël	I-PROP_PER	O
Barray	I-PROP_PER	O
,	O	O
garçon	B-NOM_PER	O
de	I-NOM_PER	O
dix	I-NOM_PER	O
ans	I-NOM_PER	O
,	O	O
leste	O	O
et	O	O
fort	O	O
,	O	O
qui	B-PRON_PER	O
sautait	O	O
les	O	O
barrières	O	O
en	O	O
se	O	O
jouant	O	O
et	O	O
vous	O	O
rattrapait	O	O
sans	O	O
peine	O	O
quelque	O	O
avance	O	O
qu'	O	O
on	O	O
eût	O	O
sur	O	O
lui	B-PRON_PER	O
.	O	O

Douce	B-PROP_PER	O
,	O	O
légère	O	O
et	O	O
souple	O	O
,	O	O
suivait	O	O
avec	O	O
intérêt	O	O
tous	O	O
les	O	O
mouvements	O	O
de	O	O
son	B-NOM_PER	O
camarade	I-NOM_PER	O
.	O	O

Et	O	O
derrière	O	O
lui	B-PRON_PER	O
,	O	O
elle	B-PRON_PER	O
faisait	O	O
des	O	O
