Rosalie	B-PROP_PER	O	O	O
de	I-PROP_PER	O	O	O
Constant	I-PROP_PER	O	O	O
,	O	O	O	O
sa	B-PRON_PER	B-NOM_PER	O	O
famille	O	I-NOM_PER	O	O
et	O	O	O	O
ses	B-PRON_PER	B-NOM_PER	O	O
amis	O	I-NOM_PER	O	O
Nous	B-PRON_METALEPSE	O	O	O
aurions	O	O	O	O
pu	O	O	O	O
commencer	O	O	O	O
,	O	O	O	O
selon	O	O	O	O
l'	O	O	O	O
usage	O	O	O	O
,	O	O	O	O
cette	O	O	O	O
biographie	O	O	O	O
trois	B-NOM_TIME	O	O	O
ou	I-NOM_TIME	O	O	O
quatre	I-NOM_TIME	O	O	O
cents	I-NOM_TIME	O	O	O
ans	I-NOM_TIME	O	O	O
avant	O	O	O	O
la	O	O	O	O
naissance	O	O	O	O
de	O	O	O	O
notre	B-PRON_METALEPSE	O	O	O
héroïne	O	O	O	O
,	O	O	O	O
parler	O	O	O	O
des	O	O	B-NOM_PER	O
chevaliers	O	O	I-NOM_PER	O
de	O	O	I-NOM_PER	O
St	B-PROP_PER	O	I-NOM_PER	O
-	I-PROP_PER	O	I-NOM_PER	O
Jean	I-PROP_PER	O	I-NOM_PER	O
de	I-PROP_PER	O	I-NOM_PER	O
Jérusalem	I-PROP_PER	O	I-NOM_PER	O
,	O	O	I-NOM_PER	O
des	O	B-NOM_PER	I-NOM_PER	O
chefs	O	I-NOM_PER	I-NOM_PER	O
d'	O	I-NOM_PER	I-NOM_PER	O
escadre	B-NOM_ORG	I-NOM_PER	I-NOM_PER	O
,	O	O	I-NOM_PER	O
des	O	B-NOM_PER	I-NOM_PER	O
compagnons	O	I-NOM_PER	I-NOM_PER	O
de	O	I-NOM_PER	I-NOM_PER	O
Charles	B-PROP_PER	I-NOM_PER	I-NOM_PER	O
Quint	I-PROP_PER	I-NOM_PER	I-NOM_PER	O
,	O	O	O	O
qui	B-PRON_PER	O	O	O
furent	O	O	O	O
ses	B-NOM_PER	O	O	O
ancêtres	I-NOM_PER	O	O	O
paternels	I-NOM_PER	O	O	O
.	O	O	O	O

Rosalie	B-PROP_PER	O
elle	B-PRON_PER	O
-	I-PRON_PER	O
même	I-PRON_PER	O
,	O	O
dans	O	O
son	B-PRON_PER	O
journal	O	O
,	O	O
nous	B-PRON_METALEPSE	O
défile	O	O
avec	O	O
un	O	O
certain	O	O
orgueil	O	O
une	O	O
longue	O	O
lignée	O	O
d'	O	O
aïeux	B-NOM_PER	O
,	O	O
tous	B-NOM_PER	O
valeureux	O	O
,	O	O
preux	O	O
et	O	O
héroïques	O	O
;	O	O
mais	O	O
,	O	O
si	O	O
vous	B-PRON_METALEPSE	O
le	O	O
voulez	O	O
bien	O	O
,	O	O
nous	B-PRON_METALEPSE	O
ne	O	O
remonterons	O	O
pas	O	O
si	O	O
haut	O	O
.	O	O

La	O	B-NOM_PER	O	O
mère	O	I-NOM_PER	O	O
de	O	I-NOM_PER	O	O
Rosalie	B-PROP_PER	I-NOM_PER	O	O
était	O	O	O	O
cette	B-PROP_PER	O	O	O
