Vous	B-PRON_PER	O
me	O	O
demandez	O	O
,	O	O
frère	B-NOM_PER	O
,	O	O
si	O	O
j	B-PRON_PER	O
’	O	O
ai	O	O
aimé	O	O
;	O	O
oui	O	O
.	O	O

—	O	O
C	O	O
’	O	O
est	O	O
une	O	O
histoire	O	O
singulière	O	O
et	O	O
terrible	O	O
,	O	O
et	O	O
,	O	O
quoique	O	O
j	B-PRON_PER	O
’	O	O
aie	O	O
soixante	O	O
-	O	O
six	O	O
ans	O	O
,	O	O
j	B-PRON_PER	O
’	O	O
ose	O	O
à	O	O
peine	O	O
remuer	O	O
la	O	O
cendre	O	O
de	O	O
ce	O	O
souvenir	O	O
.	O	O

Je	B-PRON_PER	O
ne	O	O
veux	O	O
rien	O	O
vous	B-PRON_PER	O
refuser	O	O
,	O	O
mais	O	O
je	B-PRON_PER	O
ne	O	O
ferais	O	O
pas	O	O
à	O	O
une	O	O
âme	O	O
moins	O	O
éprouvée	O	O
un	O	O
pareil	O	O
récit	O	O
.	O	O

Ce	O	O
sont	O	O
des	O	O
événements	O	O
si	O	O
étranges	O	O
,	O	O
que	O	O
je	B-PRON_PER	O
ne	O	O
puis	O	O
croire	O	O
qu	O	O
’	O	O
ils	O	O
me	O	O
soient	O	O
arrivés	O	O
.	O	O

J	B-PRON_PER	O
’	O	O
ai	O	O
été	O	O
pendant	O	O
plus	O	O
de	O	O
trois	O	O
ans	O	O
le	O	O
jouet	O	O
d	O	O
’	O	O
une	O	O
illusion	O	O
singulière	O	O
et	O	O
diabolique	O	O
.	O	O

Moi	B-PRON_PER	O
,	O	O
pauvre	B-NOM_PER	O
prêtre	I-NOM_PER	O
de	I-NOM_PER	O
campagne	I-NOM_PER	O
,	O	O
j	B-PRON_PER	O
’	O	O
ai	O	O
mené	O	O
en	O	O
rêve	O	O
toutes	O	O
les	O	O
nuits	O	O
(	O	O
Dieu	O	O
veuille	O	O
que	O	O
ce	O	O
soit	O	O
un	O	O
rêve	O	O
!	O	O

)	O	O
une	O	O
vie	O	O
de	O	O
damné	O	O
,	O	O
une	O	O
vie	O	O
de	O	O
mondain	O	O
et	O	O
de	O	O
Sardanapale	B-PROP_PER	O
.	O	O

Un	O	O
seul	O	O
regard	O	O
trop	O	O
plein	O	O
de	O	O
complaisance	O	O
jeté	O	O
sur	O	O
une	B-NOM_PER	O
femme	I-NOM_PER	O
pensa	O	O
causer	O	O
la	O	O
perte	O	O
de	O	O
mon	B-PRON_PER	O
âme	O	O
;	O	O
mais	O	O
enfin	O	O
,	O	O
avec	O	O
l	O	O
’	O	O
aide	O	O
de	O	O
Dieu	O	O
et	O	O
de	O	O
mon	O	O
saint	O	O
patron	O	O
,	O	O
je	O	O
suis	O	O
parvenu	O	O
à	O	O
chasser	O	O
l	B-NOM_PER	O
’	I-NOM_PER	O
esprit	I-NOM_PER	O
malin	I-NOM_PER	O
qui	B-PRON_PER	O
s	O	O
’	O	O
était	O	O
emparé	O	O
de	O	O
moi	B-PRON_PER	O
.	O	O

Mon	B-PRON_PER	O
existence	O	O
s	O	O
’	O	O
était	O	O
compliquée	O	O
d	O	O
’	O	O
une	O	O
existence	O	O
nocturne	O	O
entièrement	O	O
différente	O	O
.	O	O

Le	O	O
jour	O	O
,	O	O
j	B-PRON_PER	O
’	O	O
étais	O	O
un	B-NOM_PER	O
prêtre	I-NOM_PER	O
du	I-NOM_PER	O
Seigneur	I-NOM_PER	O
,	O	O
chaste	O	O
,	O	O
occupé	O	O
de	O	O
la	O	O
prière	O	O
et	O	O
des	O	O
choses	O	O
saintes	O	O
;	O	O
la	O	O
nuit	O	O
,	O	O
dès	O	O
que	O	O
j	B-PRON_PER	O
’	O	O
avais	O	O
fermé	O	O
les	O	O
yeux	O	O
,	O	O
je	B-PRON_PER	O
devenais	O	O
un	B-NOM_PER	O
jeune	I-NOM_PER	O
seigneur	I-NOM_PER	O
,	O	O
fin	O	O
connaisseur	O	O
en	O	O
femmes	O	O
,	O	O
en	O	O
chiens	O	O
et	O	O
en	O	O
chevaux	O	O
,	O	O
jouant	O	O
aux	O	O
dés	O	O
,	O	O
buvant	O	O
et	O	O
blasphémant	O	O
;	O	O
et	O	O
lorsqu	O	O
’	O	O
au	O	O
lever	O	O
de	O	O
l	O	O
’	O	O
aube	O	O
je	B-PRON_PER	O
me	O	O
réveillais	O	O
,	O	O
il	O	O
me	O	O
semblait	O	O
au	O	O
contraire	O	O
que	O	O
je	B-PRON_PER	O
m	O	O
’	O	O
endormais	O	O
et	O	O
que	O	O
je	B-PRON_PER	O
rêvais	O	O
que	O	O
j	B-PRON_PER	O
’	O	O
étais	O	O
prêtre	B-NOM_PER	O
.	O	O

De	O	O
cette	O	O
vie	O	O
somnambulique	O	O
il	O	O
m	O	O
’	O	O
est	O	O
resté	O	O
des	O	O
souvenirs	O	O
d	O	O
’	O	O
objets	O	O
et	O	O
de	O	O
mots	O	O
dont	O	O
je	B-PRON_PER	O
ne	O	O
puis	O	O
pas	O	O
me	O	O
défendre	O	O
,	O	O
et	O	O
,	O	O
quoique	O	O
je	B-PRON_PER	O
ne	O	O
sois	O	O
jamais	O	O
sorti	O	O
des	O	O
murs	O	O
de	O	O
mon	O	O
presbytère	O	O
,	O	O
on	O	O
dirait	O	O
plutôt	O	O
,	O	O
à	O	O
m	O	O
’	O	O
entendre	O	O
,	O	O
un	B-NOM_PER	O
homme	I-NOM_PER	O
ayant	O	O
usé	O	O
de	O	O
tout	O	O
et	O	O
revenu	O	O
du	O	O
monde	O	O
,	O	O
qui	B-PRON_PER	O
est	O	O
entré	O	O
en	O	O
religion	O	O
et	O	O
qui	B-PRON_PER	O
veut	O	O
finir	O	O
dans	O	O
le	O	O
sein	O	O
de	O	O
Dieu	O	O
des	O	O
jours	O	O
trop	O	O
agités	O	O
,	O	O
qu	O	O
’	O	O
un	B-NOM_PER	O
humble	I-NOM_PER	O
séminariste	I-NOM_PER	O
qui	B-PRON_PER	O
a	O	O
vieilli	O	O
dans	O	O
une	O	O
cure	O	O
ignorée	O	O
,	O	O
au	O	O
fond	O	O
d	O	O
’	O	O
un	O	O
bois	O	O
et	O	O
sans	O	O
aucun	O	O
rapport	O	O
avec	O	O
les	O	O
choses	O	O
du	O	O
siècle	O	O
.	O	O

Oui	O	O
,	O	O
j	B-PRON_PER	O
’	O	O
ai	O	O
aimé	O	O
comme	O	O
personne	O	O
au	O	O
monde	O	O
n	O	O
’	O	O
a	O	O
aimé	O	O
,	O	O
d	O	O
’	O	O
un	O	O
amour	O	O
insensé	O	O
et	O	O
furieux	O	O
,	O	O
si	O	O
violent	O	O
que	O	O
je	B-PRON_PER	O
suis	O	O
étonné	O	O
qu	O	O
’	O	O
il	O	O
n	O	O
’	O	O
ait	O	O
pas	O	O
fait	O	O
éclater	O	O
mon	B-PRON_PER	O
cœur	O	O
.	O	O

Dès	O	O
ma	O	O
plus	O	O
tendre	O	O
enfance	O	O
,	O	O
je	B-PRON_PER	O
m	O	O
’	O	O
étais	O	O
senti	O	O
de	O	O
la	O	O
vocation	O	O
pour	O	O
l	O	O
’	O	O
état	O	O
de	O	O
prêtre	B-NOM_PER	O
;	O	O
aussi	O	O
toutes	O	O
mes	B-PRON_PER	O
études	O	O
furent	O	O
-	O	O
elles	O	O
dirigées	O	O
dans	O	O
ce	O	O
sens	O	O
-	O	O
là	O	O
,	O	O
et	O	O
ma	B-PRON_PER	O
vie	O	O
,	O	O
jusqu	O	O
’	O	O
à	O	O
vingt	O	O
-	O	O
quatre	O	O
ans	O	O
,	O	O
ne	O	O
fut	O	O
-	O	O
elle	O	O
qu	O	O
’	O	O
un	O	O
long	O	O
noviciat	O	O
.	O	O

Ma	B-PRON_PER	O
théologie	O	O
achevée	O	O
,	O	O
je	B-PRON_PER	O
passai	O	O
successivement	O	O
par	O	O
tous	O	O
les	O	O
petits	O	O
ordres	O	O
,	O	O
et	O	O
mes	B-NOM_PER	O
supérieurs	I-NOM_PER	O
me	O	O
jugèrent	O	O
digne	O	O
,	O	O
malgré	O	O
ma	B-PRON_PER	O
grande	O	O
jeunesse	O	O
,	O	O
de	O	O
franchir	O	O
le	O	O
dernier	O	O
et	O	O
redoutable	O	O
degré	O	O
.	O	O

Je	B-PRON_PER	O
n	O	O
’	O	O
étais	O	O
jamais	O	O
allé	O	O
dans	O	O
le	O	O
monde	O	O
;	O	O
le	O	O
monde	O	O
,	O	O
c	O	O
’	O	O
était	O	O
pour	O	O
moi	B-PRON_PER	O
l	O	O
’	O	O
enclos	O	O
du	O	O
collège	O	O
et	O	O
du	O	O
séminaire	O	O
.	O	O

Je	B-PRON_PER	O
savais	O	O
vaguement	O	O
qu	O	O
’	O	O
il	O	O
y	O	O
avait	O	O
quelque	O	O
chose	O	O
que	O	O
l	O	O
’	O	O
on	O	O
appelait	O	O
femme	O	O
,	O	O
mais	O	O
je	B-PRON_PER	O
n	O	O
’	O	O
y	O	O
arrêtais	O	O
pas	O	O
ma	B-PRON_PER	O
pensée	O	O
;	O	O
j	B-PRON_PER	O
’	O	O
étais	O	O
d	O	O
’	O	O
une	O	O
innocence	O	O
parfaite	O	O
.	O	O

Je	B-PRON_PER	O
ne	O	O
voyais	O	O
ma	B-PRON_PER	O
mère	O	O
vieille	O	O
et	O	O
infirme	O	O
que	O	O
deux	O	O
fois	O	O
l	O	O
’	O	O
an	O	O
.	O	O

C	O	O
’	O	O
étaient	O	O
là	O	O
toutes	O	O
mes	B-PRON_PER	O
relations	O	O
avec	O	O
le	O	O
dehors	O	O
.	O	O

Je	B-PRON_PER	O
ne	O	O
regrettais	O	O
rien	O	O
,	O	O
je	B-PRON_PER	O
n	O	O
’	O	O
éprouvais	O	O
pas	O	O
la	O	O
moindre	O	O
hésitation	O	O
devant	O	O
cet	O	O
engagement	O	O
irrévocable	O	O
;	O	O
j	B-PRON_PER	O
’	O	O
étais	O	O
plein	O	O
de	O	O
joie	O	O
et	O	O
d	O	O
’	O	O
impatience	O	O
.	O	O

Jamais	O	O
jeune	B-NOM_PER	O
fiancé	I-NOM_PER	O
n	O	O
’	O	O
a	O	O
compté	O	O
les	O	O
heures	O	O
avec	O	O
une	O	O
ardeur	O	O
plus	O	O
fiévreuse	O	O
;	O	O
je	B-PRON_PER	O
n	O	O
’	O	O
en	O	O
dormais	O	O
pas	O	O
,	O	O
je	B-PRON_PER	O
rêvais	O	O
que	O	O
je	B-PRON_PER	O
disais	O	O
la	O	O
messe	O	O
;	O	O
être	O	O
prêtre	B-NOM_PER	O
,	O	O
je	B-PRON_PER	O
ne	O	O
voyais	O	O
rien	O	O
de	O	O
plus	O	O
beau	O	O
au	O	O
monde	O	O
:	O	O
j	B-PRON_PER	O
’	O	O
aurais	O	O
refusé	O	O
d	O	O
’	O	O
être	O	O
roi	B-NOM_PER	O
ou	O	O
poète	B-NOM_PER	O
.	O	O

Mon	B-PRON_PER	O
ambition	O	O
ne	O	O
concevait	O	O
pas	O	O
au	O	O
delà	O	O
.	O	O

Ce	O	O
que	O	O
je	B-PRON_PER	O
dis	O	O
là	O	O
est	O	O
pour	O	O
vous	B-PRON_PER	O
montrer	O	O
combien	O	O
ce	O	O
qui	O	O
m	O	O
’	O	O
est	O	O
arrivé	O	O
ne	O	O
devait	O	O
pas	O	O
m	O	O
’	O	O
arriver	O	O
,	O	O
et	O	O
de	O	O
quelle	O	O
fascination	O	O
inexplicable	O	O
j	B-PRON_PER	O
’	O	O
ai	O	O
été	O	O
la	O	O
victime	O	O
.	O	O

Le	O	O
grand	O	O
jour	O	O
venu	O	O
,	O	O
je	B-PRON_PER	O
marchai	O	O
à	O	O
l	O	O
’	O	O
église	O	O
d	O	O
’	O	O
un	O	O
pas	O	O
si	O	O
léger	O	O
,	O	O
qu	O	O
’	O	O
il	O	O
me	O	O
semblait	O	O
que	O	O
je	B-PRON_PER	O
fusse	O	O
soutenu	O	O
en	O	O
l	O	O
’	O	O
air	O	O
ou	O	O
que	O	O
j	B-PRON_PER	O
’	O	O
eusse	O	O
des	O	O
ailes	O	O
aux	O	O
épaules	O	O
.	O	O

Je	B-PRON_PER	O
me	O	O
croyais	O	O
un	B-NOM_PER	O
ange	I-NOM_PER	O
,	O	O
et	O	O
je	B-PRON_PER	O
m	O	O
’	O	O
étonnais	O	O
de	O	O
la	O	O
physionomie	O	O
sombre	O	O
et	O	O
préoccupée	O	O
de	O	O
mes	B-NOM_PER	O
compagnons	I-NOM_PER	O
;	O	O
car	O	O
nous	B-PRON_PER	O
étions	O	O
plusieurs	O	O
.	O	O

J	B-PRON_PER	O
’	O	O
avais	O	O
passé	O	O
la	O	O
nuit	O	O
en	O	O
prières	O	O
,	O	O
et	O	O
j	B-PRON_PER	O
’	O	O
étais	O	O
dans	O	O
un	O	O
état	O	O
qui	O	O
touchait	O	O
presque	O	O
à	O	O
l	O	O
’	O	O
extase	O	O
.	O	O

L	B-NOM_PER	O
’	I-NOM_PER	O
évêque	I-NOM_PER	O
,	I-NOM_PER	O
vieillard	I-NOM_PER	O
vénérable	I-NOM_PER	O
,	O	O
me	O	O
paraissait	O	O
Dieu	B-PROP_PER	O
le	I-PROP_PER	O
Père	I-PROP_PER	O
penché	O	O
sur	O	O
son	B-PRON_PER	O
éternité	O	O
,	O	O
et	O	O
je	B-PRON_PER	O
voyais	O	O
le	O	O
ciel	O	O
à	O	O
travers	O	O
les	O	O
voûtes	O	O
du	O	O
temple	O	O
.	O	O

Vous	B-PRON_PER	O
savez	O	O
les	O	O
détails	O	O
de	O	O
cette	O	O
cérémonie	O	O
:	O	O
la	O	O
bénédiction	O	O
,	O	O
la	O	O
communion	O	O
sous	O	O
les	O	O
deux	O	O
espèces	O	O
,	O	O
l	O	O
